Year,Code,Major,College,CollegeID,C_P,Program,Male,Female,SUM,Ratio
103,349939,管理學院企業管理碩士專班,管理學院,4,管理學院碩士班,Master,29,22,51,43.1372549
100,340501,財務金融學系,管理學院,4,管理學院碩士班,Master,32,24,56,42.85714286
101,340501,財務金融學系,管理學院,4,管理學院碩士班,Master,44,33,77,42.85714286
104,340307,國際企業學系,管理學院,4,管理學院碩士班,Master,35,26,61,42.62295082
100,349939,管理學院會計與管理決策組,管理學院,4,管理學院碩士班,Master,15,11,26,42.30769231
102,340101,商學研究所,管理學院,4,管理學院碩士班,Master,33,24,57,42.10526316
98,480109,資訊管理學系,管理學院,4,管理學院碩士班,Master,28,20,48,41.66666667
105,340201,會計學系,管理學院,4,管理學院碩士班,Master,27,19,46,41.30434783
101,349939,管理學院會計與管理決策組,管理學院,4,管理學院碩士班,Master,13,9,22,40.90909091
101,480109,資訊管理學系,管理學院,4,管理學院碩士班,Master,26,17,43,39.53488372
105,340501,財務金融學系,管理學院,4,管理學院碩士班,Master,43,28,71,39.43661972
98,349999,管理學院財務金融組,管理學院,4,管理學院碩士班,Master,17,11,28,39.28571429
99,349939,管理學院商學組,管理學院,4,管理學院碩士班,Master,24,15,39,38.46153846
99,349939,管理學院財務金融組,管理學院,4,管理學院碩士班,Master,19,11,30,36.66666667
98,349999,管理學院企業管理碩士專班,管理學院,4,管理學院碩士班,Master,37,21,58,36.20689655
102,480109,資訊管理學系,管理學院,4,管理學院碩士班,Master,29,16,45,35.55555556
100,349939,管理學院財務金融組,管理學院,4,管理學院碩士班,Master,20,11,31,35.48387097
98,349999,管理學院商學組,管理學院,4,管理學院碩士班,Master,22,12,34,35.29411765
101,340307,國際企業學系,管理學院,4,管理學院碩士班,Master,44,24,68,35.29411765
97,349999,管理學院財務金融組,管理學院,4,管理學院碩士班,Master,18,9,27,33.33333333
100,349939,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,29,14,43,32.55813953
104,340302,工商管理學系,管理學院,4,管理學院碩士班,Master,44,21,65,32.30769231
101,349939,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,32,14,46,30.43478261
101,349939,管理學院商學組,管理學院,4,管理學院碩士班,Master,30,13,43,30.23255814
103,349939,管理學院商學組,管理學院,4,管理學院碩士班,Master,29,12,41,29.26829268
102,349939,管理學院會計與管理決策組,管理學院,4,管理學院碩士班,Master,17,7,24,29.16666667
98,349999,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,23,9,32,28.125
97,480109,資訊管理學系,管理學院,4,管理學院碩士班,Master,34,13,47,27.65957447
99,349939,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,16,6,22,27.27272727
98,349999,管理學院會計與管理決策組,管理學院,4,管理學院碩士班,Master,15,5,20,25
103,349939,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,18,6,24,25
97,349999,管理學院商學組,管理學院,4,管理學院碩士班,Master,27,9,36,25
97,349999,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,16,5,21,23.80952381
103,349939,管理學院會計與管理決策組,管理學院,4,管理學院碩士班,Master,16,5,21,23.80952381
97,349999,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,26,8,34,23.52941176
102,349939,管理學院商學組,管理學院,4,管理學院碩士班,Master,32,9,41,21.95121951
98,349999,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,16,4,20,20
102,349939,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,32,8,40,20
97,349999,管理學院會計與管理決策組,管理學院,4,管理學院碩士班,Master,17,4,21,19.04761905
100,349939,管理學院商學組,管理學院,4,管理學院碩士班,Master,34,8,42,19.04761905
102,349939,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,19,4,23,17.39130435
101,349939,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,20,4,24,16.66666667
99,349939,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,36,6,42,14.28571429
100,349939,管理學院資訊管理組,管理學院,4,管理學院碩士班,Master,21,3,24,12.5
103,349939,管理學院國際企業管理組,管理學院,4,管理學院碩士班,Master,35,5,40,12.5
97,340201,會計學系,管理學院,4,管理學院博士班,phD,1,6,7,85.71428571
104,340501,財務金融學系,管理學院,4,管理學院博士班,phD,1,6,7,85.71428571
102,340501,財務金融學系,管理學院,4,管理學院博士班,phD,1,5,6,83.33333333
104,340302,工商管理學系,管理學院,4,管理學院博士班,phD,3,7,10,70
98,340501,財務金融學系,管理學院,4,管理學院博士班,phD,2,4,6,66.66666667
104,340307,國際企業學系,管理學院,4,管理學院博士班,phD,2,4,6,66.66666667
102,340307,國際企業學系,管理學院,4,管理學院博士班,phD,4,7,11,63.63636364
97,340101,商學研究所,管理學院,4,管理學院博士班,phD,2,3,5,60
105,480109,資訊管理學系,管理學院,4,管理學院博士班,phD,2,3,5,60
98,340101,商學研究所,管理學院,4,管理學院博士班,phD,4,6,10,60
99,340307,國際企業學系,管理學院,4,管理學院博士班,phD,5,7,12,58.33333333
99,340501,財務金融學系,管理學院,4,管理學院博士班,phD,3,4,7,57.14285714
105,340501,財務金融學系,管理學院,4,管理學院博士班,phD,3,4,7,57.14285714
99,340201,會計學系,管理學院,4,管理學院博士班,phD,4,5,9,55.55555556
103,340307,國際企業學系,管理學院,4,管理學院博士班,phD,6,7,13,53.84615385
97,340501,財務金融學系,管理學院,4,管理學院博士班,phD,3,3,6,50
100,340101,商學研究所,管理學院,4,管理學院博士班,phD,3,3,6,50
100,340201,會計學系,管理學院,4,管理學院博士班,phD,3,3,6,50
103,340101,商學研究所,管理學院,4,管理學院博士班,phD,3,3,6,50
98,340307,國際企業學系,管理學院,4,管理學院博士班,phD,6,6,12,50
100,340307,國際企業學系,管理學院,4,管理學院博士班,phD,8,8,16,50
105,340307,國際企業學系,管理學院,4,管理學院博士班,phD,5,4,9,44.44444444
105,340101,商學研究所,管理學院,4,管理學院博士班,phD,4,3,7,42.85714286
97,340307,國際企業學系,管理學院,4,管理學院博士班,phD,7,5,12,41.66666667
97,480109,資訊管理學系,管理學院,4,管理學院博士班,phD,7,5,12,41.66666667
100,340501,財務金融學系,管理學院,4,管理學院博士班,phD,3,2,5,40
102,340101,商學研究所,管理學院,4,管理學院博士班,phD,3,2,5,40
103,480109,資訊管理學系,管理學院,4,管理學院博士班,phD,4,2,6,33.33333333
101,340307,國際企業學系,管理學院,4,管理學院博士班,phD,10,5,15,33.33333333
99,340101,商學研究所,管理學院,4,管理學院博士班,phD,5,2,7,28.57142857
101,340101,商學研究所,管理學院,4,管理學院博士班,phD,5,2,7,28.57142857
98,340201,會計學系,管理學院,4,管理學院博士班,phD,4,1,5,20
99,480109,資訊管理學系,管理學院,4,管理學院博士班,phD,5,1,6,16.66666667
103,340501,財務金融學系,管理學院,4,管理學院博士班,phD,5,1,6,16.66666667
98,480109,資訊管理學系,管理學院,4,管理學院博士班,phD,6,1,7,14.28571429
105,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,6,32,38,84.21052632
104,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,5,24,29,82.75862069
98,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,9,36,45,80
103,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,7,27,34,79.41176471
97,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,9,33,42,78.57142857
102,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,11,34,45,75.55555556
98,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,8,24,32,75
99,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,9,26,35,74.28571429
100,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,8,23,31,74.19354839
97,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,11,28,39,71.79487179
103,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,10,22,32,68.75
103,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,11,24,35,68.57142857
101,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,10,21,31,67.74193548
105,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,13,26,39,66.66666667
101,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,13,24,37,64.86486486
102,720402,職能治療學系,醫學院,5,醫學院學士班,Bachelor,11,20,31,64.51612903
103,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,9,16,25,64
99,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,11,19,30,63.33333333
100,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,11,19,30,63.33333333
100,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,12,20,32,62.5
99,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,11,17,28,60.71428571
104,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,10,14,24,58.33333333
99,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,13,18,31,58.06451613
101,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,13,18,31,58.06451613
104,720601,護理學系,醫學院,5,醫學院學士班,Bachelor,17,23,40,57.5
97,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,16,20,36,55.55555556
101,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,13,16,29,55.17241379
97,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,16,19,35,54.28571429
100,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,15,17,32,53.125
105,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,21,23,44,52.27272727
105,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,15,16,31,51.61290323
97,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,31,32,63,50.79365079
97,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,17,17,34,50
98,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,18,18,36,50
104,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,19,19,38,50
104,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,18,16,34,47.05882353
102,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,17,15,32,46.875
103,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,24,21,45,46.66666667
98,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,35,29,64,45.3125
105,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,21,17,38,44.73684211
98,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,21,16,37,43.24324324
102,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,25,19,44,43.18181818
104,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,24,18,42,42.85714286
98,720401,物理治療學系,醫學院,5,醫學院學士班,Bachelor,22,16,38,42.10526316
100,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,29,21,50,42
103,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,21,13,34,38.23529412
100,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,23,14,37,37.83783784
99,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,22,13,35,37.14285714
99,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,29,17,46,36.95652174
101,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,24,13,37,35.13513514
105,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,24,12,36,33.33333333
102,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院學士班,Bachelor,16,7,23,30.43478261
102,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,92,40,132,30.3030303
102,720801,牙醫學系,醫學院,5,醫學院學士班,Bachelor,24,9,33,27.27272727
103,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,99,36,135,26.66666667
98,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,99,34,133,25.56390977
101,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,100,34,134,25.37313433
104,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,100,34,134,25.37313433
101,720301,藥學系,醫學院,5,醫學院學士班,Bachelor,37,12,49,24.48979592
105,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,116,37,153,24.18300654
97,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,103,28,131,21.3740458
100,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,104,28,132,21.21212121
99,720101,醫學系,醫學院,5,醫學院學士班,Bachelor,104,27,131,20.61068702
104,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,0,12,12,100
99,720601,護理學系,醫學院,5,醫學院碩士班,Master,0,24,24,100
101,720601,護理學系,醫學院,5,醫學院碩士班,Master,0,24,24,100
98,720601,護理學系,醫學院,5,醫學院碩士班,Master,0,25,25,100
97,720601,護理學系,醫學院,5,醫學院碩士班,Master,0,29,29,100
100,720601,護理學系,醫學院,5,醫學院碩士班,Master,1,27,28,96.42857143
102,720601,護理學系,醫學院,5,醫學院碩士班,Master,1,24,25,96
97,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,1,13,14,92.85714286
103,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,1,13,14,92.85714286
98,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,1,11,12,91.66666667
100,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,1,10,11,90.90909091
97,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,1,9,10,90
100,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,1,9,10,90
100,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,1,9,10,90
101,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,1,9,10,90
104,720601,護理學系,醫學院,5,醫學院碩士班,Master,3,25,28,89.28571429
99,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,1,8,9,88.88888889
105,720601,護理學系,醫學院,5,醫學院碩士班,Master,3,24,27,88.88888889
103,720601,護理學系,醫學院,5,醫學院碩士班,Master,3,22,25,88
101,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,1,6,7,85.71428571
103,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,1,6,7,85.71428571
102,729909,腦與心智科學研究所,醫學院,5,醫學院碩士班,Master,2,12,14,85.71428571
105,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,2,11,13,84.61538462
102,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,2,10,12,83.33333333
101,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,2,9,11,81.81818182
103,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,2,9,11,81.81818182
100,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,3,13,16,81.25
101,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,3,13,16,81.25
97,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,2,8,10,80
98,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,2,8,10,80
102,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,2,8,10,80
102,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,3,12,15,80
101,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,3,11,14,78.57142857
99,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,2,7,9,77.77777778
105,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,2,7,9,77.77777778
97,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,4,14,18,77.77777778
103,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,3,10,13,76.92307692
99,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,5,16,21,76.19047619
104,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,2,6,8,75
100,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,3,9,12,75
98,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,5,15,20,75
105,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,4,11,15,73.33333333
100,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,3,8,11,72.72727273
104,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,6,16,22,72.72727273
105,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,9,23,32,71.875
97,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,2,5,7,71.42857143
98,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,2,5,7,71.42857143
99,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,2,5,7,71.42857143
104,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,4,10,14,71.42857143
104,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,4,10,14,71.42857143
105,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,4,10,14,71.42857143
104,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,7,17,24,70.83333333
97,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,3,7,10,70
99,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,3,7,10,70
102,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,3,7,10,70
104,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,3,7,10,70
97,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,6,14,20,70
97,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,9,21,30,70
97,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,4,9,13,69.23076923
99,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,4,9,13,69.23076923
102,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,4,9,13,69.23076923
103,729909,腦與心智科學研究所,醫學院,5,醫學院碩士班,Master,4,9,13,69.23076923
104,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,4,9,13,69.23076923
97,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,8,18,26,69.23076923
100,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,5,11,16,68.75
102,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,5,11,16,68.75
103,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,5,11,16,68.75
98,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,8,17,25,68
101,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,4,8,12,66.66666667
103,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,5,10,15,66.66666667
101,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,7,13,20,65
97,720301,藥學系,醫學院,5,醫學院碩士班,Master,8,14,22,63.63636364
103,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,7,12,19,63.15789474
103,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,10,17,27,62.96296296
103,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,3,5,8,62.5
104,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,3,5,8,62.5
99,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,6,10,16,62.5
101,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,6,10,16,62.5
104,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,8,13,21,61.9047619
98,720401,物理治療學系,醫學院,5,醫學院碩士班,Master,5,8,13,61.53846154
105,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,5,8,13,61.53846154
100,720301,藥學系,醫學院,5,醫學院碩士班,Master,10,16,26,61.53846154
105,720301,藥學系,醫學院,5,醫學院碩士班,Master,9,14,23,60.86956522
98,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,2,3,5,60
104,720136,基因體暨蛋白體醫學研究所,醫學院,5,醫學院碩士班,Master,2,3,5,60
98,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,4,6,10,60
99,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,4,6,10,60
103,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,4,6,10,60
104,720402,職能治療學系,醫學院,5,醫學院碩士班,Master,4,6,10,60
98,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,6,9,15,60
104,729909,腦與心智科學研究所,醫學院,5,醫學院碩士班,Master,6,9,15,60
99,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,7,10,17,58.82352941
103,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,7,10,17,58.82352941
100,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,5,7,12,58.33333333
100,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,5,7,12,58.33333333
105,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,5,7,12,58.33333333
105,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,5,7,12,58.33333333
97,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,8,11,19,57.89473684
98,720301,藥學系,醫學院,5,醫學院碩士班,Master,11,15,26,57.69230769
103,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,11,15,26,57.69230769
99,729901,法醫學研究所,醫學院,5,醫學院碩士班,Master,3,4,7,57.14285714
100,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,3,4,7,57.14285714
99,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,12,16,28,57.14285714
99,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,13,17,30,56.66666667
105,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,7,9,16,56.25
101,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,11,14,25,56
103,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,4,5,9,55.55555556
97,720119,預防醫學研究所,醫學院,5,醫學院碩士班,Master,8,10,18,55.55555556
100,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,12,15,27,55.55555556
102,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,9,11,20,55
104,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,5,6,11,54.54545455
97,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,6,7,13,53.84615385
101,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,6,7,13,53.84615385
101,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,6,7,13,53.84615385
102,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,6,7,13,53.84615385
102,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,12,14,26,53.84615385
101,720301,藥學系,醫學院,5,醫學院碩士班,Master,13,15,28,53.57142857
102,720301,藥學系,醫學院,5,醫學院碩士班,Master,13,15,28,53.57142857
98,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,7,8,15,53.33333333
98,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,12,13,25,52
105,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,3,3,6,50
98,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,6,6,12,50
101,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,6,6,12,50
104,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,6,6,12,50
105,729909,腦與心智科學研究所,醫學院,5,醫學院碩士班,Master,7,7,14,50
100,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,9,9,18,50
99,720301,藥學系,醫學院,5,醫學院碩士班,Master,10,10,20,50
102,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,10,10,20,50
105,720305,藥理學研究所,醫學院,5,醫學院碩士班,Master,10,10,20,50
101,720708,醫學檢驗暨生物技術學系,醫學院,5,醫學院碩士班,Master,13,13,26,50
105,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,14,13,27,48.14814815
105,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,13,12,25,48
102,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,8,7,15,46.66666667
105,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,8,7,15,46.66666667
98,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,7,6,13,46.15384615
101,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,7,6,13,46.15384615
99,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,13,11,24,45.83333333
98,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,6,5,11,45.45454545
102,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,6,5,11,45.45454545
97,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,12,10,22,45.45454545
103,720301,藥學系,醫學院,5,醫學院碩士班,Master,12,10,22,45.45454545
98,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,9,7,16,43.75
104,720301,藥學系,醫學院,5,醫學院碩士班,Master,17,13,30,43.33333333
102,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,4,3,7,42.85714286
100,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,8,6,14,42.85714286
101,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,11,8,19,42.10526316
99,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,7,5,12,41.66666667
102,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,10,7,17,41.17647059
102,729901,法醫學研究所,醫學院,5,醫學院碩士班,Master,3,2,5,40
104,720137,醫學教育暨生醫倫理研究所,醫學院,5,醫學院碩士班,Master,3,2,5,40
105,720308,臨床藥學研究所,醫學院,5,醫學院碩士班,Master,6,4,10,40
102,720114,解剖學暨細胞生物學研究所,醫學院,5,醫學院碩士班,Master,8,5,13,38.46153846
103,720806,口腔生物科學研究所,醫學院,5,醫學院碩士班,Master,10,6,16,37.5
98,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,14,8,22,36.36363636
97,720108,免疫學研究所,醫學院,5,醫學院碩士班,Master,9,5,14,35.71428571
98,720119,預防醫學研究所,醫學院,5,醫學院碩士班,Master,9,5,14,35.71428571
99,720107,分子醫學研究所,醫學院,5,醫學院碩士班,Master,9,5,14,35.71428571
100,720802,臨床牙醫學研究所,醫學院,5,醫學院碩士班,Master,17,9,26,34.61538462
104,720112,病理學研究所,醫學院,5,醫學院碩士班,Master,4,2,6,33.33333333
97,729904,毒理學研究所,醫學院,5,醫學院碩士班,Master,6,3,9,33.33333333
103,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,15,7,22,31.81818182
100,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,12,5,17,29.41176471
101,729909,腦與心智科學研究所,醫學院,5,醫學院碩士班,Master,12,5,17,29.41176471
99,720109,生理學研究所,醫學院,5,醫學院碩士班,Master,11,4,15,26.66666667
97,729901,法醫學研究所,醫學院,5,醫學院碩士班,Master,6,2,8,25
104,720102,臨床醫學研究所,醫學院,5,醫學院碩士班,Master,17,4,21,19.04761905
98,729901,法醫學研究所,醫學院,5,醫學院碩士班,Master,5,1,6,16.66666667
100,729909,腦與心智科學研究所,醫學院,5,醫學院碩士班,Master,9,0,9,0
103,720601,護理學系,醫學院,5,醫學院博士班,phD,0,6,6,100
97,720601,護理學系,醫學院,5,醫學院博士班,phD,0,7,7,100
98,720601,護理學系,醫學院,5,醫學院博士班,phD,0,7,7,100
105,720601,護理學系,醫學院,5,醫學院博士班,phD,0,7,7,100
99,720601,護理學系,醫學院,5,醫學院博士班,phD,0,8,8,100
100,720601,護理學系,醫學院,5,醫學院博士班,phD,0,8,8,100
102,720601,護理學系,醫學院,5,醫學院博士班,phD,0,8,8,100
104,720601,護理學系,醫學院,5,醫學院博士班,phD,0,8,8,100
