Year,Code,Major,College,CollegeID,C_P,Program,Male,Female,SUM,Ratio
100,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,46,43,89,48.31460674
100,620501,農業經濟學系,生農學院,10,生農院學士班,Bachelor,25,23,48,47.91666667
101,640101,獸醫學系,生農學院,10,生農院學士班,Bachelor,25,23,48,47.91666667
101,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,24,22,46,47.82608696
97,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,20,18,38,47.36842105
103,620501,農業經濟學系,生農學院,10,生農院學士班,Bachelor,20,18,38,47.36842105
104,620501,農業經濟學系,生農學院,10,生農院學士班,Bachelor,28,25,53,47.16981132
100,620303,園藝暨景觀學系,生農學院,10,生農院學士班,Bachelor,26,23,49,46.93877551
105,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,17,15,32,46.875
97,640101,獸醫學系,生農學院,10,生農院學士班,Bachelor,30,26,56,46.42857143
101,620203,動物科學技術學系,生農學院,10,生農院學士班,Bachelor,22,19,41,46.34146341
97,620102,農藝學系,生農學院,10,生農院學士班,Bachelor,28,24,52,46.15384615
99,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,20,17,37,45.94594595
105,620102,農藝學系,生農學院,10,生農院學士班,Bachelor,26,22,48,45.83333333
103,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,18,15,33,45.45454545
104,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,16,13,29,44.82758621
102,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,21,17,38,44.73684211
105,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,21,17,38,44.73684211
99,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,49,38,87,43.67816092
100,620102,農藝學系,生農學院,10,生農院學士班,Bachelor,22,17,39,43.58974359
101,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,17,13,30,43.33333333
98,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,20,15,35,42.85714286
103,620102,農藝學系,生農學院,10,生農院學士班,Bachelor,22,16,38,42.10526316
102,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,40,29,69,42.02898551
101,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,22,15,37,40.54054054
98,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,47,32,79,40.50632911
104,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,21,14,35,40
102,620501,農業經濟學系,生農學院,10,生農院學士班,Bachelor,26,17,43,39.53488372
103,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,26,17,43,39.53488372
103,620203,動物科學技術學系,生農學院,10,生農院學士班,Bachelor,19,12,31,38.70967742
100,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,24,15,39,38.46153846
105,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,48,29,77,37.66233766
100,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,20,12,32,37.5
101,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,48,28,76,36.84210526
102,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,16,9,25,36
103,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,48,27,75,36
104,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,27,15,42,35.71428571
99,620102,農藝學系,生農學院,10,生農院學士班,Bachelor,29,16,45,35.55555556
98,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,26,14,40,35
103,640101,獸醫學系,生農學院,10,生農院學士班,Bachelor,38,20,58,34.48275862
103,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,31,16,47,34.04255319
99,640101,獸醫學系,生農學院,10,生農院學士班,Bachelor,39,20,59,33.89830508
104,620203,動物科學技術學系,生農學院,10,生農院學士班,Bachelor,20,10,30,33.33333333
98,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,31,14,45,31.11111111
105,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,34,15,49,30.6122449
102,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,21,9,30,30
100,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,33,14,47,29.78723404
104,621002,森林環境暨資源學系,生農學院,10,生農院學士班,Bachelor,52,22,74,29.72972973
103,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,18,7,25,28
102,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,26,10,36,27.77777778
101,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,37,14,51,27.45098039
102,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,35,13,48,27.08333333
105,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,30,11,41,26.82926829
99,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,33,12,45,26.66666667
99,620402,植物病理與微生物學系,生農學院,10,生農院學士班,Bachelor,25,9,34,26.47058824
97,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,37,12,49,24.48979592
104,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,37,12,49,24.48979592
98,520315,生物環境系統工程學系,生農學院,10,生農院學士班,Bachelor,37,11,48,22.91666667
105,620801,農業化學系,生農學院,10,生農院學士班,Bachelor,32,9,41,21.95121951
100,420107,昆蟲學系,生農學院,10,生農院學士班,Bachelor,22,5,27,18.51851852
103,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,39,8,47,17.0212766
98,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,42,8,50,16
99,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,41,7,48,14.58333333
100,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,41,7,48,14.58333333
104,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,38,4,42,9.523809524
97,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,49,5,54,9.259259259
101,520239,生物產業機電工程學系,生農學院,10,生農院學士班,Bachelor,41,4,45,8.888888889
105,640101,獸醫學系,生農學院,10,生農院碩士班,Master,1,14,15,93.33333333
99,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,1,10,11,90.90909091
101,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,1,9,10,90
103,620303,園藝暨景觀學系 景觀暨休憩組,生農學院,10,生農院碩士班,Master,2,15,17,88.23529412
105,620303,園藝暨景觀學系－景觀暨休憩組,生農學院,10,生農院碩士班,Master,2,15,17,88.23529412
98,420403,微生物與生化學研究所營養科學組,生農學院,10,生農院碩士班,Master,1,7,8,87.5
101,620303,園藝暨景觀學系 園產品處理與利用組,生農學院,10,生農院碩士班,Master,2,13,15,86.66666667
98,620301,園藝學系園產品處理及加工組,生農學院,10,生農院碩士班,Master,2,11,13,84.61538462
105,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,2,11,13,84.61538462
97,420403,微生物與生化學研究所生物化學組,生農學院,10,生農院碩士班,Master,2,10,12,83.33333333
99,620301,園藝學系造園組,生農學院,10,生農院碩士班,Master,3,14,17,82.35294118
97,420403,微生物與生化學研究所營養科學組,生農學院,10,生農院碩士班,Master,2,8,10,80
97,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,2,8,10,80
102,620303,園藝暨景觀學系 景觀暨休憩組,生農學院,10,生農院碩士班,Master,3,12,15,80
98,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,8,30,38,78.94736842
100,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,9,33,42,78.57142857
104,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,9,32,41,78.04878049
100,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,2,7,9,77.77777778
97,620301,園藝學系園藝作物組,生農學院,10,生農院碩士班,Master,10,35,45,77.77777778
100,620303,園藝暨景觀學系 景觀暨休憩組,生農學院,10,生農院碩士班,Master,4,13,17,76.47058824
101,620303,園藝暨景觀學系 景觀暨休憩組,生農學院,10,生農院碩士班,Master,4,13,17,76.47058824
103,620303,園藝暨景觀學系 園產品處理與利用組,生農學院,10,生農院碩士班,Master,3,9,12,75
99,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,5,15,20,75
97,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,4,11,15,73.33333333
102,620303,園藝暨景觀學系 園產品處理與利用組,生農學院,10,生農院碩士班,Master,4,11,15,73.33333333
99,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,10,27,37,72.97297297
99,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,2,5,7,71.42857143
97,620301,園藝學系造園組,生農學院,10,生農院碩士班,Master,4,10,14,71.42857143
103,640101,獸醫學系,生農學院,10,生農院碩士班,Master,4,10,14,71.42857143
98,620301,園藝學系造園組,生農學院,10,生農院碩士班,Master,5,12,17,70.58823529
99,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,8,19,27,70.37037037
105,620303,園藝暨景觀學系－園產品處理與利用組,生農學院,10,生農院碩士班,Master,3,7,10,70
105,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,3,7,10,70
105,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,12,28,40,70
99,620301,園藝學系園藝作物組,生農學院,10,生農院碩士班,Master,11,25,36,69.44444444
100,620303,園藝暨景觀學系 園產品處理及利用組,生農學院,10,生農院碩士班,Master,4,9,13,69.23076923
103,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,4,9,13,69.23076923
101,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,14,29,43,67.44186047
97,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,2,4,6,66.66666667
104,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,3,6,9,66.66666667
99,620301,園藝學系園產品處理及加工組,生農學院,10,生農院碩士班,Master,5,10,15,66.66666667
99,640101,獸醫學系,生農學院,10,生農院碩士班,Master,10,19,29,65.51724138
98,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,8,15,23,65.2173913
100,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,7,13,20,65
102,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,14,26,40,65
104,640101,獸醫學系,生農學院,10,生農院碩士班,Master,6,11,17,64.70588235
97,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,12,22,34,64.70588235
99,420401,微生物學研究所微生物及免疫學組,生農學院,10,生農院碩士班,Master,11,20,31,64.51612903
102,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,4,7,11,63.63636364
104,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,4,7,11,63.63636364
102,620303,園藝暨景觀學系 園藝作物組,生農學院,10,生農院碩士班,Master,12,21,33,63.63636364
98,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,10,17,27,62.96296296
104,620102,農藝學系,生農學院,10,生農院碩士班,Master,10,17,27,62.96296296
104,620801,農業化學系,生農學院,10,生農院碩士班,Master,10,17,27,62.96296296
98,640101,獸醫學系,生農學院,10,生農院碩士班,Master,13,22,35,62.85714286
102,640101,獸醫學系,生農學院,10,生農院碩士班,Master,6,10,16,62.5
100,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,9,15,24,62.5
105,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,9,15,24,62.5
98,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,8,13,21,61.9047619
105,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,8,13,21,61.9047619
105,420401,微生物學研究所－微生物及免疫學組,生農學院,10,生農院碩士班,Master,13,21,34,61.76470588
105,620801,農業化學系,生農學院,10,生農院碩士班,Master,10,16,26,61.53846154
103,620602,食品科技研究所,生農學院,10,生農院碩士班,Master,15,24,39,61.53846154
98,420401,微生物學研究所微生物及免疫學組,生農學院,10,生農院碩士班,Master,11,17,28,60.71428571
100,420401,微生物學研究所 微生物及免疫學組,生農學院,10,生農院碩士班,Master,11,17,28,60.71428571
97,420401,微生物學研究所微生物及免疫學組,生農學院,10,生農院碩士班,Master,13,20,33,60.60606061
98,420401,微生物學研究所寄生蟲學組,生農學院,10,生農院碩士班,Master,2,3,5,60
101,420401,微生物學研究所 寄生蟲學組,生農學院,10,生農院碩士班,Master,2,3,5,60
98,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,6,9,15,60
101,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,8,12,20,60
98,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,20,30,50,60
101,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,11,16,27,59.25925926
104,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,9,13,22,59.09090909
98,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,5,7,12,58.33333333
100,620404,植物醫學碩士學位學程,生農學院,10,生農院碩士班,Master,5,7,12,58.33333333
103,620510,生物產業傳播暨發展學系,生農學院,10,生農院碩士班,Master,5,7,12,58.33333333
105,420302,生物科技研究所,生農學院,10,生農院碩士班,Master,5,7,12,58.33333333
103,620303,園藝暨景觀學系 園藝作物組,生農學院,10,生農院碩士班,Master,13,18,31,58.06451613
101,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,8,11,19,57.89473684
100,640101,獸醫學系,生農學院,10,生農院碩士班,Master,11,15,26,57.69230769
101,420401,微生物學研究所 微生物及免疫學組,生農學院,10,生農院碩士班,Master,14,19,33,57.57575758
103,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,3,4,7,57.14285714
97,620801,農業化學系,生農學院,10,生農院碩士班,Master,12,16,28,57.14285714
103,420401,微生物學研究所 微生物及免疫學組,生農學院,10,生農院碩士班,Master,13,17,30,56.66666667
97,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,10,13,23,56.52173913
102,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,18,23,41,56.09756098
97,620301,園藝學系園產品處理及加工組,生農學院,10,生農院碩士班,Master,4,5,9,55.55555556
104,420302,生物科技研究所,生農學院,10,生農院碩士班,Master,4,5,9,55.55555556
101,620801,農業化學系,生農學院,10,生農院碩士班,Master,12,15,27,55.55555556
98,620301,園藝學系園藝作物組,生農學院,10,生農院碩士班,Master,17,21,38,55.26315789
101,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,5,6,11,54.54545455
102,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,5,6,11,54.54545455
103,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,15,18,33,54.54545455
98,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,16,19,35,54.28571429
102,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,11,13,24,54.16666667
101,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,22,26,48,54.16666667
104,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,22,26,48,54.16666667
104,420401,微生物學研究所,生農學院,10,生農院碩士班,Master,17,20,37,54.05405405
98,420403,微生物與生化學研究所微生物學組,生農學院,10,生農院碩士班,Master,6,7,13,53.84615385
98,420403,微生物與生化學研究所生物工業組,生農學院,10,生農院碩士班,Master,7,8,15,53.33333333
100,620801,農業化學系,生農學院,10,生農院碩士班,Master,14,16,30,53.33333333
105,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,21,24,45,53.33333333
97,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,11,12,23,52.17391304
102,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,12,13,25,52
97,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,13,14,27,51.85185185
102,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,16,17,33,51.51515152
100,620303,園藝暨景觀學系 園藝作物組,生農學院,10,生農院碩士班,Master,17,18,35,51.42857143
102,620404,植物醫學碩士學位學程,生農學院,10,生農院碩士班,Master,6,6,12,50
103,620404,植物醫學碩士學位學程,生農學院,10,生農院碩士班,Master,6,6,12,50
99,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,7,7,14,50
100,640107,臨床動物醫學研究所,生農學院,10,生農院碩士班,Master,7,7,14,50
98,620801,農業化學系,生農學院,10,生農院碩士班,Master,14,14,28,50
99,620801,農業化學系,生農學院,10,生農院碩士班,Master,14,14,28,50
97,640101,獸醫學系,生農學院,10,生農院碩士班,Master,19,19,38,50
100,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,26,26,52,50
103,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,30,29,59,49.15254237
101,620303,園藝暨景觀學系 園藝作物組,生農學院,10,生農院碩士班,Master,21,20,41,48.7804878
102,420401,微生物學研究所 微生物及免疫學組,生農學院,10,生農院碩士班,Master,16,15,31,48.38709677
103,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,13,12,25,48
102,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,12,11,23,47.82608696
104,620303,園藝暨景觀學系,生農學院,10,生農院碩士班,Master,23,21,44,47.72727273
97,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,11,10,21,47.61904762
100,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,21,19,40,47.5
100,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,10,9,19,47.36842105
104,620203,動物科學技術學系,生農學院,10,生農院碩士班,Master,14,12,26,46.15384615
100,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,12,10,22,45.45454545
97,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,30,25,55,45.45454545
99,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,16,13,29,44.82758621
102,620801,農業化學系,生農學院,10,生農院碩士班,Master,16,13,29,44.82758621
97,420403,微生物與生化學研究所生物工業組,生農學院,10,生農院碩士班,Master,10,8,18,44.44444444
104,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,17,13,30,43.33333333
98,420403,微生物與生化學研究所生物化學組,生農學院,10,生農院碩士班,Master,8,6,14,42.85714286
104,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,20,15,35,42.85714286
99,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,13,9,22,40.90909091
103,620402,植物病理與微生物學系,生農學院,10,生農院碩士班,Master,13,9,22,40.90909091
99,621002,森林環境暨資源學系,生農學院,10,生農院碩士班,Master,32,22,54,40.74074074
97,420401,微生物學研究所寄生蟲學組,生農學院,10,生農院碩士班,Master,3,2,5,40
99,420401,微生物學研究所寄生蟲學組,生農學院,10,生農院碩士班,Master,3,2,5,40
100,420401,微生物學研究所 寄生蟲學組,生農學院,10,生農院碩士班,Master,3,2,5,40
102,420401,微生物學研究所 寄生蟲學組,生農學院,10,生農院碩士班,Master,3,2,5,40
103,420401,微生物學研究所 寄生蟲學組,生農學院,10,生農院碩士班,Master,3,2,5,40
101,620404,植物醫學碩士學位學程,生農學院,10,生農院碩士班,Master,6,4,10,40
103,620801,農業化學系,生農學院,10,生農院碩士班,Master,17,11,28,39.28571429
101,640101,獸醫學系,生農學院,10,生農院碩士班,Master,11,7,18,38.88888889
97,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,22,14,36,38.88888889
105,620303,園藝暨景觀學系－園藝作物組,生農學院,10,生農院碩士班,Master,19,12,31,38.70967742
97,420403,微生物與生化學研究所微生物學組,生農學院,10,生農院碩士班,Master,8,5,13,38.46153846
102,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,8,5,13,38.46153846
105,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,21,13,34,38.23529412
98,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,5,3,8,37.5
100,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,5,3,8,37.5
102,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,5,3,8,37.5
101,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,25,15,40,37.5
105,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,12,7,19,36.84210526
105,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,7,4,11,36.36363636
105,620404,植物醫學碩士學位學程,生農學院,10,生農院碩士班,Master,7,4,11,36.36363636
103,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,23,13,36,36.11111111
100,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,26,14,40,35
99,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,15,8,23,34.7826087
103,620102,農藝學系 作物科學組,生農學院,10,生農院碩士班,Master,14,7,21,33.33333333
101,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,25,12,37,32.43243243
99,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,28,13,41,31.70731707
98,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,26,12,38,31.57894737
97,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,11,5,16,31.25
101,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,9,4,13,30.76923077
103,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,9,4,13,30.76923077
104,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,7,3,10,30
105,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,21,9,30,30
101,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,5,2,7,28.57142857
103,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,21,8,29,27.5862069
98,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,16,6,22,27.27272727
101,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,32,12,44,27.27272727
105,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,32,12,44,27.27272727
100,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,11,4,15,26.66666667
101,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,22,8,30,26.66666667
99,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,28,10,38,26.31578947
104,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,23,8,31,25.80645161
105,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,25,8,33,24.24242424
103,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,36,10,46,21.73913043
97,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,19,5,24,20.83333333
98,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,12,3,15,20
104,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,38,9,47,19.14893617
97,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,32,7,39,17.94871795
102,520315,生物環境系統工程學系,生農學院,10,生農院碩士班,Master,32,7,39,17.94871795
102,620501,農業經濟學系,生農學院,10,生農院碩士班,Master,24,5,29,17.24137931
105,620102,農藝學系 生物統計學組,生農學院,10,生農院碩士班,Master,5,1,6,16.66666667
104,620404,植物醫學碩士學位學程,生農學院,10,生農院碩士班,Master,10,2,12,16.66666667
102,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,37,5,42,11.9047619
99,420107,昆蟲學系,生農學院,10,生農院碩士班,Master,16,2,18,11.11111111
98,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,41,5,46,10.86956522
100,520239,生物產業機電工程學系,生農學院,10,生農院碩士班,Master,38,4,42,9.523809524
97,620602,食品科技研究所,生農學院,10,生農院博士班,phD,1,7,8,87.5
104,420401,微生物學研究所,生農學院,10,生農院博士班,phD,1,5,6,83.33333333
100,620102,農藝學系 作物科學組,生農學院,10,生農院博士班,phD,1,4,5,80
103,420302,生物科技研究所,生農學院,10,生農院博士班,phD,1,4,5,80
103,620602,食品科技研究所,生農學院,10,生農院博士班,phD,1,4,5,80
104,620602,食品科技研究所,生農學院,10,生農院博士班,phD,1,4,5,80
101,640101,獸醫學系,生農學院,10,生農院博士班,phD,2,5,7,71.42857143
98,420302,生物科技研究所,生農學院,10,生農院博士班,phD,4,9,13,69.23076923
104,640101,獸醫學系,生農學院,10,生農院博士班,phD,2,4,6,66.66666667
100,620303,園藝暨景觀學系,生農學院,10,生農院博士班,phD,4,7,11,63.63636364
97,620801,農業化學系,生農學院,10,生農院博士班,phD,2,3,5,60
98,620602,食品科技研究所,生農學院,10,生農院博士班,phD,2,3,5,60
100,640101,獸醫學系,生農學院,10,生農院博士班,phD,2,3,5,60
102,640101,獸醫學系,生農學院,10,生農院博士班,phD,2,3,5,60
103,620303,園藝暨景觀學系,生農學院,10,生農院博士班,phD,2,3,5,60
104,620203,動物科學技術學系,生農學院,10,生農院博士班,phD,2,3,5,60
99,620801,農業化學系,生農學院,10,生農院博士班,phD,3,4,7,57.14285714
101,620303,園藝暨景觀學系,生農學院,10,生農院博士班,phD,3,4,7,57.14285714
101,620602,食品科技研究所,生農學院,10,生農院博士班,phD,3,4,7,57.14285714
101,620203,動物科學技術學系,生農學院,10,生農院博士班,phD,4,5,9,55.55555556
97,620510,生物產業傳播暨發展學系,生農學院,10,生農院博士班,phD,3,3,6,50
100,420401,微生物學研究所,生農學院,10,生農院博士班,phD,3,3,6,50
100,620602,食品科技研究所,生農學院,10,生農院博士班,phD,3,3,6,50
103,620510,生物產業傳播暨發展學系,生農學院,10,生農院博士班,phD,3,3,6,50
100,620801,農業化學系,生農學院,10,生農院博士班,phD,4,4,8,50
97,420401,微生物學研究所,生農學院,10,生農院博士班,phD,6,6,12,50
97,520315,生物環境系統工程學系,生農學院,10,生農院博士班,phD,5,4,9,44.44444444
99,620602,食品科技研究所,生農學院,10,生農院博士班,phD,5,4,9,44.44444444
97,620301,園藝學系,生農學院,10,生農院博士班,phD,10,8,18,44.44444444
98,620301,園藝學系,生農學院,10,生農院博士班,phD,4,3,7,42.85714286
99,420401,微生物學研究所,生農學院,10,生農院博士班,phD,4,3,7,42.85714286
101,420401,微生物學研究所,生農學院,10,生農院博士班,phD,4,3,7,42.85714286
98,420107,昆蟲學系,生農學院,10,生農院博士班,phD,3,2,5,40
99,620102,農藝學系 作物科學組,生農學院,10,生農院博士班,phD,3,2,5,40
99,621002,森林環境暨資源學系,生農學院,10,生農院博士班,phD,3,2,5,40
100,620510,生物產業傳播暨發展學系,生農學院,10,生農院博士班,phD,3,2,5,40
100,621002,森林環境暨資源學系,生農學院,10,生農院博士班,phD,3,2,5,40
102,420302,生物科技研究所,生農學院,10,生農院博士班,phD,3,2,5,40
102,620510,生物產業傳播暨發展學系,生農學院,10,生農院博士班,phD,3,2,5,40
99,620301,園藝學系,生農學院,10,生農院博士班,phD,6,4,10,40
101,420302,生物科技研究所,生農學院,10,生農院博士班,phD,8,5,13,38.46153846
102,520315,生物環境系統工程學系,生農學院,10,生農院博士班,phD,5,3,8,37.5
99,420302,生物科技研究所,生農學院,10,生農院博士班,phD,9,5,14,35.71428571
98,620203,動物科學技術學系,生農學院,10,生農院博士班,phD,4,2,6,33.33333333
99,620203,動物科學技術學系,生農學院,10,生農院博士班,phD,4,2,6,33.33333333
98,620510,生物產業傳播暨發展學系,生農學院,10,生農院博士班,phD,6,3,9,33.33333333
101,520315,生物環境系統工程學系,生農學院,10,生農院博士班,phD,8,4,12,33.33333333
99,520315,生物環境系統工程學系,生農學院,10,生農院博士班,phD,7,3,10,30
105,620303,園藝暨景觀學系,生農學院,10,生農院博士班,phD,7,3,10,30
98,620501,農業經濟學系,生農學院,10,生農院博士班,phD,5,2,7,28.57142857
105,520315,生物環境系統工程學系,生農學院,10,生農院博士班,phD,5,2,7,28.57142857
97,420302,生物科技研究所,生農學院,10,生農院博士班,phD,10,4,14,28.57142857
